Ensembl.Gene.ID	lrt	qvalue
ENSMUSG00000019837	3.4111640000001	1
ENSMUSG00000028224	0	1
ENSMUSG00000037331	0	1
ENSMUSG00000040829	1.9999970390927e-06	1
ENSMUSG00000015488	0	1
ENSMUSG00000044551	0	1
ENSMUSG00000031545	-2.00000067707151e-06	1
ENSMUSG00000029314	0	1
ENSMUSG00000025871	0	1
ENSMUSG00000026182	0	1
ENSMUSG00000047617	0	1
ENSMUSG00000059842	2.48218400000042	1
ENSMUSG00000037259	0	1
ENSMUSG00000044066	0.206429999998363	1
ENSMUSG00000026927	0	1
ENSMUSG00000058076	8.67705799999931	0.1679436
ENSMUSG00000033382	-2.00000067707151e-06	1
ENSMUSG00000020290	-0.023326000002271	1
ENSMUSG00000020128	2.00000067707151e-06	1
ENSMUSG00000036027	1.90463799999998	1
ENSMUSG00000001517	-2.00000067707151e-06	1
ENSMUSG00000001445	0	1
ENSMUSG00000074680	0	1
ENSMUSG00000066772	0.0773479999998017	1
ENSMUSG00000074366	0.0773479999998017	1
ENSMUSG00000041583	0.0773479999998017	1
ENSMUSG00000015597	0.232443999993848	1
ENSMUSG00000030316	0	1
ENSMUSG00000021508	0	1
ENSMUSG00000042757	0.057916000001569	1
ENSMUSG00000025204	0	1
ENSMUSG00000033963	0	1
ENSMUSG00000035367	0	1
ENSMUSG00000075359	0	1
ENSMUSG00000038696	0	1
ENSMUSG00000029097	0.395800000005693	1
ENSMUSG00000010110	0.0380800000002637	1
ENSMUSG00000059625	0.447119999999813	1
ENSMUSG00000021266	0	1
ENSMUSG00000038994	0	1
ENSMUSG00000002342	0	1
ENSMUSG00000027108	-4.00000135414302e-06	1
ENSMUSG00000039676	0	1
ENSMUSG00000030663	0	1
ENSMUSG00000044350	0	1
ENSMUSG00000063651	0	1
ENSMUSG00000029322	0	1
ENSMUSG00000030983	0.735498000001826	1
ENSMUSG00000005779	0	1
ENSMUSG00000039917	0	1
ENSMUSG00000020413	0.732098000000406	1
ENSMUSG00000076430	0.0381999999990512	1
ENSMUSG00000036427	4.22462199999427	1
ENSMUSG00000016181	10.9514060000001	1
ENSMUSG00000048772	11.723829999999	1
ENSMUSG00000036199	-2.00000067707151e-06	1
ENSMUSG00000038400	0	1
ENSMUSG00000024544	0	1
ENSMUSG00000039347	0	1
ENSMUSG00000015575	0	1
ENSMUSG00000027582	0	1
ENSMUSG00000039783	6.58230199999525	1
ENSMUSG00000028451	1.32970799999748	1
ENSMUSG00000092586	0	1
ENSMUSG00000007044	0	1
ENSMUSG00000028246	0	1
ENSMUSG00000024556	0	1
ENSMUSG00000020737	0	1
ENSMUSG00000073542	0	1
ENSMUSG00000043681	1.14670800000022	1
ENSMUSG00000058099	0	1
ENSMUSG00000060491	0	1
ENSMUSG00000032803	0	1
ENSMUSG00000026411	0	1
ENSMUSG00000031021	0.829474000000118	1
ENSMUSG00000072770	11.32503	0.05563468
ENSMUSG00000051777	0	1
ENSMUSG00000021794	-3.99999771616422e-06	1
ENSMUSG00000033159	1.25039800000013	1
ENSMUSG00000041765	0	1
ENSMUSG00000028622	1.88442400000349	1
ENSMUSG00000038429	0	1
ENSMUSG00000025746	0	1
ENSMUSG00000024800	0	1
ENSMUSG00000020077	1.68709799999942	1
ENSMUSG00000042694	0.0636200000008103	1
ENSMUSG00000028755	0	1
ENSMUSG00000028642	0.368690000001152	1
ENSMUSG00000024271	0	1
ENSMUSG00000031505	4.3158540000004	1
ENSMUSG00000074457	1.57786399999986	1
ENSMUSG00000021619	0	1
ENSMUSG00000031750	0	1
ENSMUSG00000030649	0	1
ENSMUSG00000074780	0	1
ENSMUSG00000028441	0	1
ENSMUSG00000040396	0	1
ENSMUSG00000047368	0.141568000000916	1
ENSMUSG00000038459	0	1
ENSMUSG00000003346	0	1
ENSMUSG00000028133	0	1
ENSMUSG00000051329	0.397296000010101	1
ENSMUSG00000037210	0	1
ENSMUSG00000021495	0	1
ENSMUSG00000040236	0	1
ENSMUSG00000034432	0	1
ENSMUSG00000075000	0	1
ENSMUSG00000034674	-2.00000067707151e-06	1
ENSMUSG00000038503	0	1
ENSMUSG00000029469	0	1
ENSMUSG00000025497	0	1
ENSMUSG00000038462	-3.5999997635372e-05	1
ENSMUSG00000073633	2.07500800000162	1
ENSMUSG00000030323	0.103027999997721	1
ENSMUSG00000010136	0	1
ENSMUSG00000064127	0.00213000000803731	1
ENSMUSG00000024391	0.831251999999949	1
ENSMUSG00000042198	3.84073400000034	1
ENSMUSG00000036281	0.873540000000503	1
ENSMUSG00000017861	8.00000270828605e-06	1
ENSMUSG00000025912	0	1
ENSMUSG00000019982	0	1
ENSMUSG00000038888	2.34317600000213	1
ENSMUSG00000039653	0.251289999992878	1
ENSMUSG00000060317	0	1
ENSMUSG00000070985	0	1
ENSMUSG00000043487	7.86576599999898	0.2359138
ENSMUSG00000021228	4.20809599999484	1
ENSMUSG00000042540	0	1
ENSMUSG00000021226	1.42617200000677	1
ENSMUSG00000072949	1.42617200000677	1
ENSMUSG00000039217	0	1
ENSMUSG00000041629	0	1
ENSMUSG00000032370	1.7999998817686e-05	1
ENSMUSG00000047940	0.000950000001466833	1
ENSMUSG00000026939	0	1
ENSMUSG00000022668	0	1
ENSMUSG00000026649	0.00508399999944231	1
ENSMUSG00000013701	0	1
ENSMUSG00000069622	0	1
ENSMUSG00000038542	0	1
ENSMUSG00000026361	4.00000135414302e-06	1
ENSMUSG00000034163	-6.00000203121454e-06	1
ENSMUSG00000023000	0	1
ENSMUSG00000006538	0	1
ENSMUSG00000002633	-1.9999934011139e-06	1
ENSMUSG00000045039	0.0420279999962077	1
ENSMUSG00000027312	3.66121199999907	1
ENSMUSG00000054843	0	1
ENSMUSG00000023939	0	1
ENSMUSG00000028030	0.880356000001484	1
ENSMUSG00000050926	0	1
ENSMUSG00000045284	0	1
ENSMUSG00000095105	2.24856	1
ENSMUSG00000051934	0.309431999998196	1
ENSMUSG00000023110	0	1
ENSMUSG00000027425	0	1
ENSMUSG00000024668	0	1
ENSMUSG00000036398	-0.589003999999932	1
ENSMUSG00000027611	2.18748400000004	1
ENSMUSG00000026347	0	1
ENSMUSG00000048905	5.63940999999977	0.6091046
ENSMUSG00000025010	0	1
ENSMUSG00000044707	0	1
ENSMUSG00000025466	0.000474000000394881	1
ENSMUSG00000034932	2.6194660000001	1
ENSMUSG00000024247	0	1
ENSMUSG00000028756	1.6094860000012	1
ENSMUSG00000043122	0	1
ENSMUSG00000040658	0.987554000001182	1
ENSMUSG00000026174	-5.99999839323573e-06	1
ENSMUSG00000037710	0	1
ENSMUSG00000028165	0	1
ENSMUSG00000045980	0.497596000001067	1
ENSMUSG00000044988	0	1
ENSMUSG00000052748	0	1
ENSMUSG00000075702	1.90166000000045	1
ENSMUSG00000034951	0	1
ENSMUSG00000038683	0	1
ENSMUSG00000021086	11.3385219999982	0.2113916
ENSMUSG00000057963	0	1
ENSMUSG00000039285	0	1
ENSMUSG00000020166	0	1
ENSMUSG00000032551	0	1
ENSMUSG00000060798	1.68944999999803	1
ENSMUSG00000026317	0	1
ENSMUSG00000029554	4.27295800000138	1
ENSMUSG00000078974	0	1
ENSMUSG00000026567	1.08750599999621	1
ENSMUSG00000047044	0	1
ENSMUSG00000054302	0	1
ENSMUSG00000022403	0	1
ENSMUSG00000018428	4.80000016978011e-05	1
ENSMUSG00000021680	1.3999997463543e-05	1
ENSMUSG00000062510	0	1
ENSMUSG00000041084	0	1
ENSMUSG00000002274	0	1
ENSMUSG00000026335	0	1
ENSMUSG00000038497	0	1
ENSMUSG00000033434	0	1
ENSMUSG00000045725	0	1
ENSMUSG00000010057	0	1
ENSMUSG00000022471	-0.076628000002529	1
ENSMUSG00000000088	0	1
ENSMUSG00000046573	0	1
ENSMUSG00000044206	0	1
ENSMUSG00000029763	-6.39999998384155e-05	1
ENSMUSG00000030037	0	1
ENSMUSG00000021731	2.44890399999713	1
ENSMUSG00000027167	0	1
ENSMUSG00000021975	0	1
ENSMUSG00000040712	5.89768000000186	1
ENSMUSG00000014592	0	1
ENSMUSG00000026005	0	1
ENSMUSG00000091625	0	1
ENSMUSG00000090457	0	1
ENSMUSG00000003437	0.156183999999485	1
ENSMUSG00000038344	1.78401799999847	1
ENSMUSG00000024534	1.08295000000362	1
ENSMUSG00000022682	-6.00000203121454e-06	1
ENSMUSG00000037260	4.85481599999912	1
ENSMUSG00000042705	0	1
ENSMUSG00000044249	0	1
ENSMUSG00000029647	0	1
ENSMUSG00000013150	0	1
ENSMUSG00000051335	0	1
ENSMUSG00000029070	6.62429800000245	1
ENSMUSG00000048782	0	1
ENSMUSG00000022370	0	1
ENSMUSG00000022194	0	1
ENSMUSG00000069867	6.00000021222513e-06	1
ENSMUSG00000064351	2.00000031327363e-05	1
ENSMUSG00000018287	-1.80000006366754e-05	1
ENSMUSG00000028608	0	1
ENSMUSG00000078577	0	1
ENSMUSG00000046947	2.96190599999682	1
ENSMUSG00000075572	0	1
ENSMUSG00000038637	0.570381999998062	1
ENSMUSG00000074811	1.13860399999976	1
ENSMUSG00000026171	0.05793999999878	1
ENSMUSG00000050058	0	1
ENSMUSG00000034686	0	1
ENSMUSG00000019988	2.33944999999949	1
ENSMUSG00000000876	0.272689999999784	1
ENSMUSG00000058486	0	1
ENSMUSG00000024925	0	1
ENSMUSG00000015880	0	1
ENSMUSG00000036109	0	1
ENSMUSG00000024082	-2.00000067707151e-06	1
ENSMUSG00000060268	0	1
ENSMUSG00000027357	0	1
ENSMUSG00000070529	0	1
ENSMUSG00000037686	0	1
ENSMUSG00000022780	1.52309000000241	1
ENSMUSG00000032554	0	1
ENSMUSG00000090639	0	1
ENSMUSG00000033688	0.781329999997979	1
ENSMUSG00000032496	6.83021800000279	1
ENSMUSG00000031669	0.704420000000027	1
ENSMUSG00000052293	6.00000203121454e-06	1
ENSMUSG00000047242	0	1
ENSMUSG00000028261	0	1
ENSMUSG00000050931	0	1
ENSMUSG00000040451	0	1
ENSMUSG00000021770	0	1
ENSMUSG00000020328	0	1
ENSMUSG00000048399	0.625407999999879	1
ENSMUSG00000037991	0	1
ENSMUSG00000041733	0	1
ENSMUSG00000055296	2.00000067707151e-06	1
ENSMUSG00000028164	2.83708999999362	1
ENSMUSG00000010911	0	1
ENSMUSG00000073991	0	1
ENSMUSG00000036285	0	1
ENSMUSG00000050808	0	1
ENSMUSG00000025609	0	1
ENSMUSG00000025645	-0.000181999999767868	1
ENSMUSG00000025937	4.17151599999852	1
ENSMUSG00000026827	0.937603999998828	1
ENSMUSG00000024155	10.0862399999969	1
ENSMUSG00000028545	0	1
ENSMUSG00000041740	0	1
ENSMUSG00000028330	2.00000067707151e-06	1
ENSMUSG00000020840	0	1
ENSMUSG00000028861	1.3174080000008	1
ENSMUSG00000003559	5.37978199999998	1
ENSMUSG00000023274	1.42798400000174	1
ENSMUSG00000052276	0	1
ENSMUSG00000025534	0.0058119999957853	1
ENSMUSG00000030034	0	1
ENSMUSG00000039781	1.40963599999668	1
ENSMUSG00000039195	0	1
ENSMUSG00000064302	-3.39999969583005e-05	1
ENSMUSG00000033392	-0.00668399999267422	1
ENSMUSG00000015971	0	1
ENSMUSG00000027080	0	1
ENSMUSG00000026664	0	1
ENSMUSG00000070576	0	1
ENSMUSG00000005883	0	1
ENSMUSG00000020636	0	1
ENSMUSG00000040586	0	1
ENSMUSG00000066964	0	1
ENSMUSG00000022195	0	1
ENSMUSG00000025487	0	1
ENSMUSG00000006050	0	1
ENSMUSG00000074656	-1.99999885808211e-06	1
ENSMUSG00000052825	-1.99999885808211e-06	1
ENSMUSG00000044566	0	1
ENSMUSG00000040370	0	1
ENSMUSG00000003190	0	1
ENSMUSG00000056167	0	1
ENSMUSG00000021189	0	1
ENSMUSG00000040374	0	1
ENSMUSG00000022814	0	1
ENSMUSG00000009207	0	1
ENSMUSG00000054763	0	1
ENSMUSG00000073755	0	1
ENSMUSG00000027374	0	1
ENSMUSG00000063157	4.43137999999999	1
ENSMUSG00000058706	0	1
ENSMUSG00000031157	0	1
ENSMUSG00000043664	2.01347799999985	1
ENSMUSG00000027513	2.4543760000015	1
ENSMUSG00000040618	-4.00000135414302e-06	1
ENSMUSG00000026107	0	1
ENSMUSG00000025374	0	1
ENSMUSG00000030659	0.459257999998954	1
ENSMUSG00000030824	0	1
ENSMUSG00000031987	0	1
ENSMUSG00000084786	0	1
ENSMUSG00000093844	0	1
ENSMUSG00000023905	0	1
ENSMUSG00000021982	0	1
ENSMUSG00000000563	0	1
ENSMUSG00000001305	0	1
ENSMUSG00000019802	3.99999407818541e-06	1
ENSMUSG00000039968	0.00890799999979208	1
ENSMUSG00000044098	-7.19999989087228e-05	1
ENSMUSG00000040888	0	1
ENSMUSG00000036864	3.00000010611257e-05	1
ENSMUSG00000029752	0	1
ENSMUSG00000009210	0	1
ENSMUSG00000031887	0	1
ENSMUSG00000037905	0	1
ENSMUSG00000063698	0	1
ENSMUSG00000021474	1.6068660000019	1
ENSMUSG00000025212	2.00000067707151e-06	1
ENSMUSG00000025036	0	1
ENSMUSG00000037572	0.191453999999794	1
ENSMUSG00000019718	0	1
ENSMUSG00000037940	2.00000067707151e-06	1
ENSMUSG00000001964	0	1
ENSMUSG00000024683	0	1
ENSMUSG00000032375	0.0102859999988141	1
ENSMUSG00000053040	0.0102859999988141	1
ENSMUSG00000015750	0	1
ENSMUSG00000043207	0.0101859999995213	1
ENSMUSG00000092558	0.396706000001359	1
ENSMUSG00000036376	0.130460000000312	1
ENSMUSG00000055809	0.589255999999295	1
ENSMUSG00000068117	1.40000047395006e-05	1
ENSMUSG00000050310	-6.00000203121454e-06	1
ENSMUSG00000058499	4.70850399999927	1
ENSMUSG00000029865	0.0638699999999517	1
ENSMUSG00000014104	0	1
ENSMUSG00000031077	0	1
ENSMUSG00000007458	0	1
ENSMUSG00000020514	0	1
ENSMUSG00000040359	1.94358800000191	1
ENSMUSG00000059355	0	1
ENSMUSG00000030869	0	1
ENSMUSG00000024442	2.91699599999993	1
ENSMUSG00000033579	3.0389720000021	1
ENSMUSG00000020658	0	1
ENSMUSG00000015002	-2.00000067707151e-06	1
ENSMUSG00000018920	0	1
ENSMUSG00000030515	0.223526000001584	1
ENSMUSG00000022241	0.837163999996847	1
ENSMUSG00000028107	0	1
ENSMUSG00000056043	0	1
ENSMUSG00000055945	0	1
ENSMUSG00000071037	-2.00000067707151e-06	1
ENSMUSG00000032671	0	1
ENSMUSG00000043015	0	1
ENSMUSG00000022837	0	1
ENSMUSG00000023020	0	1
ENSMUSG00000013160	1.80418400000053	1
ENSMUSG00000028238	0	1
ENSMUSG00000021023	0	1
ENSMUSG00000024382	-2.99805200000264	1
ENSMUSG00000020686	0	1
ENSMUSG00000034201	2.03725400000258	1
ENSMUSG00000038776	0	1
ENSMUSG00000021177	0	1
ENSMUSG00000026344	0	1
ENSMUSG00000054520	0	1
ENSMUSG00000074238	-2.00000067707151e-06	1
ENSMUSG00000005233	0	1
ENSMUSG00000029790	0	1
ENSMUSG00000040018	0	1
ENSMUSG00000037773	0	1
ENSMUSG00000044250	0	1
ENSMUSG00000023942	0.169430000001739	1
ENSMUSG00000024891	0	1
ENSMUSG00000020100	8.99245199999859	0.278893
ENSMUSG00000027514	0	1
ENSMUSG00000071104	9.99999610939994e-06	1
ENSMUSG00000021185	5.05726600000344	1
ENSMUSG00000079144	2.04609400000118	1
ENSMUSG00000051246	0	1
ENSMUSG00000033703	1.88281200001074	1
ENSMUSG00000022768	0.000971999999819673	1
ENSMUSG00000024146	0.25766399999975	1
ENSMUSG00000059562	6.13462400000208	0.9113415
ENSMUSG00000005813	0	1
ENSMUSG00000041921	-1.3999997463543e-05	1
ENSMUSG00000031487	0	1
ENSMUSG00000020409	0	1
ENSMUSG00000031937	0.163864000000103	1
ENSMUSG00000038132	0	1
ENSMUSG00000027510	0	1
ENSMUSG00000052337	2.18222600000445	1
ENSMUSG00000043787	0	1
ENSMUSG00000021103	0	1
ENSMUSG00000046516	0	1
ENSMUSG00000095464	0	1
ENSMUSG00000033009	1.82345799999894	1
ENSMUSG00000030421	0.0679620000009891	1
ENSMUSG00000030942	0.00617400000191992	1
ENSMUSG00000009535	0	1
ENSMUSG00000014198	0	1
ENSMUSG00000017715	0	1
ENSMUSG00000033475	0	1
ENSMUSG00000034006	0	1
ENSMUSG00000064105	0	1
ENSMUSG00000001420	0	1
ENSMUSG00000060657	0.0648439999931725	1
ENSMUSG00000038583	0	1
ENSMUSG00000046717	0	1
ENSMUSG00000023147	0	1
ENSMUSG00000028443	0	1
ENSMUSG00000035759	0	1
ENSMUSG00000035834	0	1
ENSMUSG00000028104	0	1
ENSMUSG00000028668	-0.000160000003234018	1
ENSMUSG00000022864	0	1
ENSMUSG00000021555	0	1
ENSMUSG00000020628	0	1
ENSMUSG00000044243	0	1
ENSMUSG00000061762	-0.000141999999868858	1
ENSMUSG00000078517	0	1
ENSMUSG00000010045	0	1
ENSMUSG00000034786	0	1
ENSMUSG00000029306	2.84326999999939	1
ENSMUSG00000052794	0	1
ENSMUSG00000034560	-2.59999942500144e-05	1
ENSMUSG00000039958	1.45130200000131	1
ENSMUSG00000051769	0	1
ENSMUSG00000018211	4.76944600000024	1
ENSMUSG00000036833	1.87522199998784	1
ENSMUSG00000004565	-2.00000067707151e-06	1
ENSMUSG00000006021	0	1
ENSMUSG00000039901	-2.00000067707151e-06	1
ENSMUSG00000066755	0	1
ENSMUSG00000022803	0	1
ENSMUSG00000037152	0	1
ENSMUSG00000041774	8.90785400000095	1
ENSMUSG00000039887	1.99010199999975	1
ENSMUSG00000073725	0.340370000001712	1
ENSMUSG00000012429	0	1
ENSMUSG00000094649	0	1
ENSMUSG00000020078	0	1
ENSMUSG00000022744	0	1
ENSMUSG00000059891	0	1
ENSMUSG00000071653	0	1
ENSMUSG00000038580	2.22726799999987	1
ENSMUSG00000072640	0	1
ENSMUSG00000020430	4.60000010207295e-05	1
ENSMUSG00000040767	0	1
ENSMUSG00000003812	4.55520600000091	1
ENSMUSG00000028185	1.18891600000279	1
ENSMUSG00000027642	3.51884000000427	1
ENSMUSG00000022353	0	1
ENSMUSG00000033763	5.99999839323573e-06	1
ENSMUSG00000052428	1.59999999596039e-05	1
ENSMUSG00000022336	6.00000203121454e-06	1
ENSMUSG00000022574	0.341070000002219	1
ENSMUSG00000016554	0	1
ENSMUSG00000035944	-2.00000067707151e-06	1
ENSMUSG00000032300	0.0013939999989816	1
ENSMUSG00000031982	0	1
ENSMUSG00000032057	0	1
ENSMUSG00000090247	-1.99999976757681e-06	1
ENSMUSG00000038828	0.183383999996295	1
ENSMUSG00000035268	0	1
ENSMUSG00000024353	0	1
ENSMUSG00000028329	0	1
ENSMUSG00000071506	1.94936400000006	1
ENSMUSG00000028617	2.39787799999976	1
ENSMUSG00000047656	0	1
ENSMUSG00000036504	-0.00141999999868858	1
ENSMUSG00000057914	0	1
ENSMUSG00000020882	0	1
ENSMUSG00000068184	0	1
ENSMUSG00000026418	7.99999907030724e-06	1
ENSMUSG00000036845	0	1
ENSMUSG00000021271	2.13043399999879	1
ENSMUSG00000032067	5.21388599999955	0.7599338
ENSMUSG00000063145	0	1
ENSMUSG00000027706	0	1
ENSMUSG00000030674	0	1
ENSMUSG00000020534	0	1
ENSMUSG00000025403	0.000255999999353662	1
ENSMUSG00000044408	0	1
ENSMUSG00000043461	0	1
ENSMUSG00000044375	1.68600000000151	1
ENSMUSG00000026526	0	1
ENSMUSG00000045989	0	1
ENSMUSG00000019814	0	1
ENSMUSG00000024604	0	1
ENSMUSG00000040250	0	1
ENSMUSG00000029911	0	1
ENSMUSG00000028099	0.509369999999763	1
ENSMUSG00000048878	0.840857999999571	1
ENSMUSG00000043372	0	1
ENSMUSG00000000131	-0.00573000000440516	1
ENSMUSG00000024502	-2.00000067707151e-05	1
ENSMUSG00000038932	5.13755200000014	1
ENSMUSG00000024885	0	1
ENSMUSG00000075296	0	1
ENSMUSG00000040720	2.00000067707151e-06	1
ENSMUSG00000037531	0	1
ENSMUSG00000021497	2.78274999999849	1
ENSMUSG00000078932	0	1
ENSMUSG00000071470	2.21655400000054	1
ENSMUSG00000045210	2.00000067707151e-06	1
ENSMUSG00000046490	0	1
ENSMUSG00000060188	0.987423999999919	1
ENSMUSG00000026986	0	1
ENSMUSG00000004446	0	1
ENSMUSG00000072473	0	1
ENSMUSG00000053453	0	1
ENSMUSG00000045555	0	1
ENSMUSG00000022507	0	1
ENSMUSG00000035606	5.34215000000404	1
ENSMUSG00000036733	0	1
ENSMUSG00000037971	0	1
ENSMUSG00000002343	0.000678000003972556	1
ENSMUSG00000018999	4.87347600000066	1
ENSMUSG00000028648	0	1
ENSMUSG00000045211	0	1
ENSMUSG00000078427	0	1
ENSMUSG00000051255	0	1
ENSMUSG00000038658	-1.39999901875854e-05	1
ENSMUSG00000045854	0	1
ENSMUSG00000040820	0	1
ENSMUSG00000047539	0	1
ENSMUSG00000029875	0	1
ENSMUSG00000052819	0	1
ENSMUSG00000037418	0.0866379999970377	1
ENSMUSG00000020169	0	1
ENSMUSG00000078771	0	1
ENSMUSG00000026227	0	1
ENSMUSG00000042707	3.71600399999988	1
ENSMUSG00000042323	0	1
ENSMUSG00000024446	0	1
ENSMUSG00000031059	0	1
ENSMUSG00000061633	5.86145399999987	0.5518396
ENSMUSG00000022805	1.35150199999771	1
ENSMUSG00000026226	0	1
ENSMUSG00000032468	2.2000000171829e-05	1
ENSMUSG00000036672	0	1
ENSMUSG00000046637	0	1
ENSMUSG00000059734	0	1
ENSMUSG00000074634	0	1
ENSMUSG00000094114	0	1
ENSMUSG00000042918	-4.4000000343658e-05	1
ENSMUSG00000039128	4.4680640000006	1
ENSMUSG00000028139	8.07889399999976	0.3009904
ENSMUSG00000027076	0	1
ENSMUSG00000034586	0.000383999999030493	1
ENSMUSG00000078584	0	1
ENSMUSG00000053916	0	1
ENSMUSG00000043346	0	1
ENSMUSG00000020079	0.102452000006451	1
ENSMUSG00000038543	0	1
ENSMUSG00000023019	2.00000067707151e-06	1
ENSMUSG00000050627	0	1
ENSMUSG00000029446	0	1
ENSMUSG00000027811	0	1
ENSMUSG00000035179	8.00000270828605e-06	1
ENSMUSG00000024150	0	1
ENSMUSG00000006930	0	1
ENSMUSG00000032536	0	1
ENSMUSG00000026028	0	1
ENSMUSG00000041471	0	1
ENSMUSG00000028373	0	1
ENSMUSG00000026587	0	1
ENSMUSG00000030788	0	1
ENSMUSG00000021963	-1.99999885808211e-06	1
ENSMUSG00000061104	-8.00000088929664e-06	1
ENSMUSG00000024902	0	1
ENSMUSG00000050440	3.64266399999997	1
ENSMUSG00000056978	3.64266399999997	1
ENSMUSG00000033697	-2.00000067707151e-06	1
ENSMUSG00000026209	2.2279660000022	1
ENSMUSG00000013523	0.183007999999973	1
ENSMUSG00000001891	1.9999934011139e-06	1
ENSMUSG00000051984	2.47348400000192	1
ENSMUSG00000035325	0	1
ENSMUSG00000033439	0	1
ENSMUSG00000018509	0	1
ENSMUSG00000022774	0	1
ENSMUSG00000078442	6.28775600000154	1
ENSMUSG00000029452	1.59639999999854	1
ENSMUSG00000040298	0	1
ENSMUSG00000003541	6.05774199999996	0.5585255
ENSMUSG00000048668	-1.99999885808211e-06	1
ENSMUSG00000023068	0	1
ENSMUSG00000090685	0	1
ENSMUSG00000020383	9.99999974737875e-06	1
ENSMUSG00000045625	0	1
ENSMUSG00000036731	0	1
ENSMUSG00000020956	-6.00000021222513e-06	1
ENSMUSG00000057572	0	1
ENSMUSG00000031546	0	1
ENSMUSG00000030720	0	1
ENSMUSG00000023846	2.21796199999881	1
ENSMUSG00000071073	0	1
ENSMUSG00000051455	7.86082399999577	1
ENSMUSG00000029831	0.565013999999792	1
ENSMUSG00000078521	0	1
ENSMUSG00000024855	0	1
ENSMUSG00000021143	0	1
ENSMUSG00000030315	0	1
ENSMUSG00000031872	0	1
ENSMUSG00000000594	0	1
ENSMUSG00000033793	0	1
ENSMUSG00000036099	0	1
ENSMUSG00000092417	0.844522000003053	1
ENSMUSG00000073077	0	1
ENSMUSG00000028188	0	1
ENSMUSG00000003604	0	1
ENSMUSG00000021003	0	1
ENSMUSG00000022369	7.22140599999693	1
ENSMUSG00000005681	0	1
ENSMUSG00000037910	0	1
ENSMUSG00000044772	0	1
ENSMUSG00000022174	0	1
ENSMUSG00000038002	5.0036340000006	1
