Ensembl.Gene.ID	CDS.Length
FBgn0000592	1635
FBgn0000594	1635
FBgn0000606	1131
FBgn0000611	1131
FBgn0000615	1599
FBgn0000617	837
FBgn0000618	306
FBgn0000625	2013
FBgn0000629	2298
FBgn0000633	2469
FBgn0000635	2658
FBgn0000636	1734
FBgn0000639	3090
FBgn0000640	771
FBgn0000644	849
FBgn0000658	1752
FBgn0000659	1557
FBgn0000662	1611
FBgn0000667	2754
FBgn0000709	3771
FBgn0000711	1386
FBgn0000715	1044
FBgn0000719	2193
FBgn0000721	3267
FBgn0000723	3978
FBgn0000808	1596
FBgn0000810	1392
FBgn0000826	876
FBgn0000927	2091
FBgn0000928	3129
FBgn0000964	1668
FBgn0000996	2232
FBgn0001075	15444
FBgn0001077	1233
FBgn0001078	3084
FBgn0001079	2418
FBgn0001083	3525
FBgn0001084	1251
FBgn0001085	1839
FBgn0001086	1581
FBgn0001087	3105
FBgn0001089	2019
FBgn0001090	1329
FBgn0001091	999
FBgn0001092	999
FBgn0001098	1689
FBgn0001099	585
FBgn0001104	1068
FBgn0001105	1023
FBgn0001108	3798
FBgn0001112	1839
FBgn0001114	3081
FBgn0001120	723
FBgn0001122	1065
FBgn0001123	1158
FBgn0001124	1314
FBgn0001125	1296
FBgn0001128	1083
FBgn0001133	1713
FBgn0001134	2061
FBgn0001137	888
FBgn0001138	2139
FBgn0001139	2193
FBgn0001142	1200
FBgn0001145	1122
FBgn0001147	1350
FBgn0001148	1284
FBgn0001149	630
FBgn0001150	1347
FBgn0001168	1014
FBgn0001169	3234
FBgn0001170	1257
FBgn0001174	330
FBgn0001179	2397
FBgn0001180	2277
FBgn0001185	1464
FBgn0001186	1626
FBgn0001187	1365
FBgn0001189	1836
FBgn0001197	426
FBgn0001202	2040
FBgn0001206	4242
FBgn0001208	1359
FBgn0001215	1098
FBgn0001216	1926
FBgn0001217	1902
FBgn0001218	1971
FBgn0001220	2061
FBgn0001222	2202
FBgn0001223	525
FBgn0001224	561
FBgn0001225	627
FBgn0001226	642
FBgn0001227	1338
FBgn0001228	336
FBgn0001229	600
FBgn0001230	1908
FBgn0001233	2154
FBgn0001235	1464
FBgn0001247	2973
FBgn0001248	1440
FBgn0001250	4191
FBgn0001253	4851
FBgn0001254	1401
FBgn0001255	978
FBgn0001256	1101
FBgn0001257	804
FBgn0001258	999
FBgn0001259	2610
FBgn0001263	2061
FBgn0001269	1731
FBgn0001276	567
FBgn0001280	408
FBgn0001281	423
FBgn0001285	816
FBgn0001291	1119
FBgn0001296	1839
FBgn0001297	2268
FBgn0001301	4434
FBgn0001308	2928
FBgn0001311	4848
FBgn0001313	13380
FBgn0001316	6819
FBgn0001319	2070
FBgn0001320	1305
FBgn0001321	2070
FBgn0001323	1944
FBgn0001324	7596
FBgn0001325	1509
FBgn0001330	3579
FBgn0001332	1689
FBgn0001341	3402
FBgn0001404	1374
FBgn0001491	435
FBgn0001565	1683
FBgn0001612	2754
FBgn0001624	3093
FBgn0001941	966
FBgn0001942	1212
FBgn0001961	1134
FBgn0001965	4791
FBgn0001967	675
FBgn0001970	1899
FBgn0001974	1284
FBgn0001977	747
FBgn0001978	3321
FBgn0001981	1413
FBgn0001983	1647
FBgn0001986	3168
FBgn0001987	2871
FBgn0001989	504
FBgn0001990	1413
FBgn0001991	7659
FBgn0001992	1512
FBgn0001994	1896
FBgn0001995	891
FBgn0002021	1548
FBgn0002022	1350
FBgn0002023	1668
FBgn0002031	831
FBgn0002036	1515
FBgn0002044	3192
FBgn0002069	1596
FBgn0002121	3486
FBgn0002174	1563
FBgn0002183	3369
FBgn0002283	669
FBgn0002284	708
FBgn0002306	5082
FBgn0002354	333
FBgn0002413	1323
FBgn0002431	8664
FBgn0002440	1962
FBgn0002441	4434
FBgn0002466	5577
FBgn0002521	1563
FBgn0002522	1890
FBgn0002524	1794
FBgn0002525	1869
FBgn0002526	11139
FBgn0002531	393
FBgn0002533	381
FBgn0002534	339
FBgn0002535	339
FBgn0002542	3186
FBgn0002543	4560
FBgn0002552	2577
FBgn0002561	774
FBgn0002562	2451
FBgn0002563	2370
FBgn0002564	2319
FBgn0002565	2106
FBgn0002566	2526
FBgn0002567	2061
FBgn0002569	1704
FBgn0002570	1734
FBgn0002571	1725
FBgn0002573	1626
FBgn0002576	2481
FBgn0002577	2049
FBgn0002578	471
FBgn0002579	348
FBgn0002590	687
FBgn0002592	657
FBgn0002593	339
FBgn0002607	612
FBgn0002609	675
FBgn0002622	741
FBgn0002626	444
FBgn0002629	459
FBgn0002631	537
FBgn0002632	213
FBgn0002633	561
FBgn0002638	1644
FBgn0002641	2346
FBgn0002643	4785
FBgn0002645	3558
FBgn0002673	1281
FBgn0002707	2886
FBgn0002709	3561
FBgn0002715	1206
FBgn0002716	996
FBgn0002719	2292
FBgn0002723	2151
FBgn0002732	417
FBgn0002733	588
FBgn0002734	522
FBgn0002735	618
FBgn0002736	444
FBgn0002772	468
FBgn0002773	669
FBgn0002774	3882
FBgn0002775	1539
FBgn0002778	1500
FBgn0002780	1629
FBgn0002781	1812
FBgn0002783	3630
FBgn0002787	1077
FBgn0002789	570
FBgn0002791	2409
FBgn0002838	555
FBgn0002842	828
FBgn0002855	795
FBgn0002856	273
FBgn0002862	171
FBgn0002863	159
FBgn0002865	1005
FBgn0002868	123
FBgn0002869	132
FBgn0002872	3843
FBgn0002873	7704
FBgn0002878	4278
FBgn0002887	3711
FBgn0002891	6393
FBgn0002899	3156
FBgn0002901	2541
FBgn0002905	6180
FBgn0002906	4464
FBgn0002909	3450
FBgn0002914	1974
FBgn0002917	6702
FBgn0002921	3126
FBgn0002922	999
FBgn0002924	2103
FBgn0002926	7851
FBgn0002930	1431
FBgn0002931	1083
FBgn0002932	2265
FBgn0002933	324
FBgn0002936	714
FBgn0002937	1863
FBgn0002938	4506
FBgn0002939	1542
FBgn0002940	1122
FBgn0002941	2097
FBgn0002945	2787
FBgn0002948	2001
FBgn0002962	1206
FBgn0002973	1671
FBgn0002985	1179
FBgn0002989	2355
FBgn0003002	1830
FBgn0003008	576
FBgn0003009	1440
FBgn0003011	1458
FBgn0003015	1821
FBgn0003016	4701
FBgn0003023	2562
FBgn0003028	4056
FBgn0003034	168
FBgn0003041	3936
FBgn0003042	1173
FBgn0003044	3132
FBgn0003046	555
FBgn0003048	10254
FBgn0003053	5685
FBgn0003057	522
FBgn0003060	384
FBgn0003062	1035
FBgn0003065	567
FBgn0003067	1944
FBgn0003068	3657
FBgn0003071	2853
FBgn0003074	1677
FBgn0003076	1683
FBgn0003079	2220
FBgn0003082	1668
FBgn0003086	519
FBgn0003087	600
FBgn0003089	1545
FBgn0003090	3900
FBgn0003091	2040
FBgn0003093	2220
FBgn0003114	525
FBgn0003116	1218
FBgn0003117	1623
FBgn0003118	2157
FBgn0003124	1731
FBgn0003129	1113
FBgn0003130	1278
FBgn0003132	909
FBgn0003134	984
FBgn0003137	8697
FBgn0003139	912
FBgn0003140	945
FBgn0003141	507
FBgn0003145	1842
FBgn0003149	2640
FBgn0003159	3720
FBgn0003162	975
FBgn0003165	4602
FBgn0003169	1563
FBgn0003174	4092
FBgn0003175	5988
FBgn0003187	2679
FBgn0003189	6675
FBgn0003204	1614
FBgn0003205	570
FBgn0003206	579
FBgn0003209	2970
FBgn0003210	3483
FBgn0003218	3894
FBgn0003227	2658
FBgn0003231	1800
FBgn0003248	1146
FBgn0003249	1152
FBgn0003250	1137
FBgn0003254	2043
FBgn0003255	4083
FBgn0003256	1131
FBgn0003257	1482
FBgn0003261	2160
FBgn0003267	1053
FBgn0003268	6270
FBgn0003270	597
FBgn0003274	342
FBgn0003275	396
FBgn0003277	5664
FBgn0003278	3390
FBgn0003279	1206
FBgn0003285	2295
FBgn0003292	2661
FBgn0003295	1026
FBgn0003300	1533
FBgn0003301	6747
FBgn0003302	1008
FBgn0003308	4008
FBgn0003310	1794
FBgn0003312	1563
FBgn0003313	429
FBgn0003317	1749
FBgn0003319	2364
FBgn0003321	2019
FBgn0003326	2400
FBgn0003328	3348
FBgn0003330	1308
FBgn0003334	2634
FBgn0003339	1254
FBgn0003345	1878
FBgn0003346	1791
FBgn0003353	2568
FBgn0003356	798
FBgn0003357	798
FBgn0003358	819
FBgn0003360	939
FBgn0003366	7665
FBgn0003371	3507
FBgn0003372	3861
FBgn0003373	924
FBgn0003374	864
FBgn0003375	492
FBgn0003377	225
FBgn0003378	228
FBgn0003380	1968
FBgn0003382	4902
FBgn0003386	1860
FBgn0003388	1623
FBgn0003390	1383
FBgn0003391	4524
FBgn0003392	2691
FBgn0003396	7764
FBgn0003401	1368
FBgn0003410	945
FBgn0003411	570
FBgn0003415	8307
FBgn0003416	3711
FBgn0003423	2046
FBgn0003429	3654
FBgn0003430	969
FBgn0003435	1659
FBgn0003444	3111
FBgn0003447	1539
FBgn0003448	1173
FBgn0003449	651
FBgn0003450	1308
FBgn0003459	3114
FBgn0003460	1251
FBgn0003462	504
FBgn0003463	3117
FBgn0003464	4785
FBgn0003475	3063
FBgn0003479	1011
FBgn0003480	1026
FBgn0003482	813
FBgn0003483	4305
FBgn0003486	1632
FBgn0003495	981
FBgn0003499	3816
FBgn0003502	2361
FBgn0003507	3795
FBgn0003510	1593
FBgn0003511	1071
FBgn0003512	1302
FBgn0003513	3048
FBgn0003514	525
FBgn0003515	2001
FBgn0003517	813
FBgn0003520	3081
FBgn0003525	1440
FBgn0003527	966
FBgn0003545	1887
FBgn0003557	2850
FBgn0003559	2298
FBgn0003567	2826
FBgn0003575	3978
FBgn0003598	3753
FBgn0003607	621
FBgn0003612	1923
FBgn0003638	2892
FBgn0003651	2241
FBgn0003654	1992
FBgn0003655	1647
FBgn0003656	4278
FBgn0003660	459
FBgn0003676	1674
FBgn0003683	1287
FBgn0003687	1062
FBgn0003701	4140
FBgn0003710	1359
FBgn0003714	465
FBgn0003716	1728
FBgn0003719	3204
FBgn0003720	1359
FBgn0003721	2136
FBgn0003731	4281
FBgn0003732	4344
FBgn0003733	2772
FBgn0003741	594
FBgn0003742	795
FBgn0003744	1392
FBgn0003747	1335
FBgn0003748	1791
FBgn0003751	708
FBgn0003861	3828
FBgn0003862	11181
FBgn0003863	771
FBgn0003865	750
FBgn0003866	2865
FBgn0003867	1062
FBgn0003870	2442
FBgn0003882	1389
FBgn0003884	1353
FBgn0003885	1353
FBgn0003886	1350
FBgn0003887	1371
FBgn0003888	1365
FBgn0003889	1341
FBgn0003890	1374
FBgn0003891	7548
FBgn0003892	3861
FBgn0003896	1605
FBgn0003900	1473
FBgn0003941	387
FBgn0003942	471
FBgn0003943	2292
FBgn0003944	1170
FBgn0003950	4161
FBgn0003961	1059
FBgn0003963	3639
FBgn0003964	1527
FBgn0003965	1140
FBgn0003969	2865
FBgn0003975	1362
FBgn0003977	5565
FBgn0003978	1104
FBgn0003979	426
FBgn0003980	507
FBgn0003983	360
FBgn0003984	1872
FBgn0003996	2064
FBgn0003997	1233
FBgn0004003	774
FBgn0004009	1407
FBgn0004028	810
FBgn0004034	1627
FBgn0004045	1320
FBgn0004047	1263
FBgn0004049	2919
FBgn0004050	1818
FBgn0004052	273
FBgn0004053	1062
FBgn0004054	759
FBgn0004055	1467
FBgn0004057	1575
FBgn0004066	750
FBgn0004087	549
FBgn0004101	1350
FBgn0004102	1647
FBgn0004103	909
FBgn0004106	894
FBgn0004107	945
FBgn0004108	2541
FBgn0004110	1251
FBgn0004117	855
FBgn0004118	1560
FBgn0004132	543
FBgn0004133	1935
FBgn0004143	642
FBgn0004167	13014
FBgn0004168	2505
FBgn0004169	1194
FBgn0004170	1038
FBgn0004171	798
FBgn0004172	192
FBgn0004173	225
FBgn0004174	168
FBgn0004175	219
FBgn0004177	930
FBgn0004179	750
FBgn0004181	1134
FBgn0004197	4224
FBgn0004198	7152
FBgn0004227	2229
FBgn0004228	252
FBgn0004237	1158
FBgn0004240	321
FBgn0004242	1425
FBgn0004244	1827
FBgn0004359	1260
FBgn0004360	1059
FBgn0004362	339
FBgn0004363	849
FBgn0004364	4158
FBgn0004367	7554
FBgn0004368	5304
FBgn0004369	4194
FBgn0004370	5973
FBgn0004372	1707
FBgn0004373	5025
FBgn0004374	3366
FBgn0004378	3201
FBgn0004379	2445
FBgn0004380	2034
FBgn0004381	2355
FBgn0004387	3798
FBgn0004389	912
FBgn0004390	3546
FBgn0004391	6093
FBgn0004394	2682
FBgn0004395	2019
FBgn0004396	1551
FBgn0004397	2886
FBgn0004400	1257
FBgn0004401	2151
FBgn0004403	456
FBgn0004404	456
FBgn0004406	3438
FBgn0004407	1086
FBgn0004414	252
FBgn0004419	1380
FBgn0004425	423
FBgn0004426	390
FBgn0004427	423
FBgn0004428	423
FBgn0004429	426
FBgn0004430	423
FBgn0004431	429
FBgn0004432	684
FBgn0004435	1191
FBgn0004436	456
FBgn0004449	10050
FBgn0004456	3732
FBgn0004462	1452
FBgn0004463	3414
FBgn0004465	1254
FBgn0004507	2535
FBgn0004509	4437
FBgn0004510	1455
FBgn0004511	2100
FBgn0004512	3909
FBgn0004513	3909
FBgn0004514	1806
FBgn0004516	1533
FBgn0004552	240
FBgn0004554	480
FBgn0004556	2064
FBgn0004567	1356
FBgn0004569	1335
FBgn0004573	1695
FBgn0004574	1794
FBgn0004575	3126
FBgn0004577	2073
FBgn0004580	933
FBgn0004581	3648
FBgn0004583	4284
FBgn0004584	2121
FBgn0004587	1068
FBgn0004588	303
FBgn0004589	288
FBgn0004590	522
FBgn0004591	300
FBgn0004592	1338
FBgn0004593	297
FBgn0004594	297
FBgn0004595	5508
FBgn0004597	804
FBgn0004598	5049
FBgn0004606	3621
FBgn0004607	9018
FBgn0004611	3957
FBgn0004618	2040
FBgn0004619	2976
FBgn0004620	2724
FBgn0004622	1695
FBgn0004623	1041
FBgn0004629	381
FBgn0004635	1068
FBgn0004636	555
FBgn0004638	636
FBgn0004643	2166
FBgn0004644	1416
FBgn0004646	1089
FBgn0004647	8112
FBgn0004648	4320
FBgn0004649	5955
FBgn0004650	6357
FBgn0004652	2883
FBgn0004654	1446
FBgn0004655	5226
FBgn0004656	6141
FBgn0004657	2541
FBgn0004666	2067
FBgn0004687	462
FBgn0004698	3885
FBgn0004777	576
FBgn0004778	456
FBgn0004779	627
FBgn0004780	600
FBgn0004781	654
FBgn0004782	666
FBgn0004783	618
FBgn0004784	2103
FBgn0004795	2736
FBgn0004797	1698
FBgn0004811	1104
FBgn0004828	411
FBgn0004832	891
FBgn0004837	1785
FBgn0004838	1266
FBgn0004839	3102
FBgn0004841	1668
FBgn0004842	1557
FBgn0004852	3939
FBgn0004854	1938
FBgn0004855	390
FBgn0004856	1644
FBgn0004858	1662
FBgn0004859	4194
FBgn0004860	4614
FBgn0004861	4770
FBgn0004862	1149
FBgn0004863	1020
FBgn0004864	3534
FBgn0004865	2589
FBgn0004867	804
FBgn0004868	1332
FBgn0004870	2934
FBgn0004872	2532
FBgn0004875	5829
FBgn0004876	3642
FBgn0004878	2382
FBgn0004880	1962
FBgn0004882	2748
FBgn0004885	4395
FBgn0004888	987
FBgn0004889	1500
FBgn0004892	1737
FBgn0004893	2235
FBgn0004895	1098
FBgn0004896	1371
FBgn0004897	1119
FBgn0004898	816
FBgn0004901	1641
FBgn0004903	1416
FBgn0004907	747
FBgn0004908	555
FBgn0004910	582
FBgn0004913	3027
FBgn0004914	2199
FBgn0004915	948
FBgn0004919	1806
FBgn0004921	213
FBgn0004924	2925
FBgn0004926	939
FBgn0004956	1242
FBgn0004957	1578
FBgn0004959	1725
FBgn0005198	5544
FBgn0005278	1227
FBgn0005322	1110
FBgn0005355	1407
FBgn0005386	6681
FBgn0005390	5511
FBgn0005391	1329
FBgn0005411	1284
FBgn0005427	2532
FBgn0005533	396
FBgn0005536	3822
FBgn0005558	2697
FBgn0005561	2535
FBgn0005564	1716
FBgn0005585	1221
FBgn0005586	663
FBgn0005590	1203
FBgn0005592	3159
FBgn0005593	759
FBgn0005596	3306
FBgn0005612	2010
FBgn0005613	2355
FBgn0005614	3375
FBgn0005616	2322
FBgn0005617	3120
FBgn0005619	2544
FBgn0005624	4806
FBgn0005626	1740
FBgn0005630	2913
FBgn0005631	4188
FBgn0005632	8337
FBgn0005633	549
FBgn0005636	2274
FBgn0005638	1350
FBgn0005640	1617
FBgn0005642	2610
FBgn0005648	675
FBgn0005649	1413
FBgn0005654	2166
FBgn0005655	783
FBgn0005658	2187
FBgn0005659	1557
FBgn0005660	1428
FBgn0005664	1434
FBgn0005666	26802
FBgn0005670	1539
FBgn0005671	1473
FBgn0005672	705
FBgn0005674	5145
FBgn0005677	3246
FBgn0005683	1749
FBgn0005694	1365
FBgn0005695	1710
FBgn0005696	1830
FBgn0005771	1614
FBgn0005775	2076
FBgn0005777	1563
FBgn0005778	1041
FBgn0005779	1011
FBgn0008635	2895
FBgn0008636	1230
FBgn0008646	1575
FBgn0008651	1233
FBgn0010014	513
FBgn0010015	1869
FBgn0010019	1671
FBgn0010038	648
FBgn0010039	600
FBgn0010040	648
FBgn0010041	651
FBgn0010042	648
FBgn0010043	675
FBgn0010044	639
FBgn0010051	8514
FBgn0010052	1740
FBgn0010053	1425
FBgn0010078	423
FBgn0010097	1374
FBgn0010100	2364
FBgn0010105	1113
FBgn0010109	1308
FBgn0010113	3243
FBgn0010114	2877
FBgn0010173	1812
FBgn0010194	3015
FBgn0010197	3576
FBgn0010198	393
FBgn0010213	654
FBgn0010215	2754
FBgn0010217	1536
FBgn0010220	1566
FBgn0010222	930
FBgn0010223	1200
FBgn0010225	2397
FBgn0010226	753
FBgn0010228	336
FBgn0010235	1527
FBgn0010238	1080
FBgn0010240	1491
FBgn0010241	3942
FBgn0010246	3159
FBgn0010247	2985
FBgn0010258	1287
FBgn0010263	2055
FBgn0010265	456
FBgn0010269	1191
FBgn0010278	2172
FBgn0010280	3267
FBgn0010282	1734
FBgn0010287	675
FBgn0010288	684
FBgn0010292	1311
FBgn0010294	339
FBgn0010295	441
FBgn0010296	174
FBgn0010300	3186
FBgn0010303	3537
FBgn0010309	2748
FBgn0010313	1653
FBgn0010314	225
FBgn0010315	1434
FBgn0010316	738
FBgn0010317	1161
FBgn0010323	1422
FBgn0010328	5112
FBgn0010329	2013
FBgn0010333	579
FBgn0010339	1107
FBgn0010340	786
FBgn0010341	576
FBgn0010342	1323
FBgn0010348	549
FBgn0010350	1344
FBgn0010352	3318
FBgn0010355	6519
FBgn0010356	2115
FBgn0010357	762
FBgn0010358	762
FBgn0010359	762
FBgn0010379	1836
FBgn0010380	2766
FBgn0010381	213
FBgn0010382	2139
FBgn0010383	1617
FBgn0010385	279
FBgn0010387	261
FBgn0010388	195
FBgn0010389	2190
FBgn0010391	1845
FBgn0010395	2400
FBgn0010397	1923
FBgn0010398	1287
FBgn0010399	2994
FBgn0010401	462
FBgn0010403	426
FBgn0010406	978
FBgn0010407	2058
FBgn0010408	588
FBgn0010409	534
FBgn0010411	459
FBgn0010412	471
FBgn0010414	1869
FBgn0010415	1488
FBgn0010416	1737
FBgn0010417	1821
FBgn0010421	834
FBgn0010422	942
FBgn0010423	468
FBgn0010424	468
FBgn0010425	771
FBgn0010431	654
FBgn0010433	939
FBgn0010434	5097
FBgn0010435	1656
FBgn0010438	441
FBgn0010441	1506
FBgn0010452	2256
FBgn0010453	1620
FBgn0010470	663
FBgn0010473	4611
FBgn0010482	5361
FBgn0010488	4467
FBgn0010497	1491
FBgn0010501	972
FBgn0010504	1011
FBgn0010516	993
FBgn0010520	603
FBgn0010531	795
FBgn0010548	1695
FBgn0010549	4125
FBgn0010551	1017
FBgn0010575	6993
FBgn0010583	1647
FBgn0010590	675
FBgn0010591	1638
FBgn0010602	480
FBgn0010607	816
FBgn0010611	1398
FBgn0010612	300
FBgn0010620	891
FBgn0010621	1629
FBgn0010622	579
FBgn0010638	303
FBgn0010651	1494
FBgn0010660	5136
FBgn0010741	432
FBgn0010747	1527
FBgn0010750	1617
FBgn0010762	2814
FBgn0010768	1608
FBgn0010770	1383
FBgn0010772	2352
FBgn0010774	801
FBgn0010786	1959
FBgn0010803	1293
FBgn0010808	672
FBgn0010812	2844
FBgn0010825	6024
FBgn0010830	1758
FBgn0010877	1803
FBgn0010894	744
FBgn0010905	6447
FBgn0010909	4515
FBgn0010926	2559
FBgn0011016	573
FBgn0011020	2706
FBgn0011202	3297
FBgn0011204	1935
FBgn0011205	1539
FBgn0011206	702
FBgn0011207	1188
FBgn0011211	1659
FBgn0011217	444
FBgn0011224	2697
FBgn0011225	3807
FBgn0011227	168
FBgn0011230	15969
FBgn0011232	2823
FBgn0011236	1806
FBgn0011239	402
FBgn0011241	735
FBgn0011244	1947
FBgn0011259	3396
FBgn0011260	2175
FBgn0011270	879
FBgn0011272	657
FBgn0011273	447
FBgn0011274	2964
FBgn0011276	1131
FBgn0011277	576
FBgn0011278	1440
FBgn0011279	447
FBgn0011280	453
FBgn0011281	525
FBgn0011282	666
FBgn0011283	432
FBgn0011284	786
FBgn0011286	15405
FBgn0011288	639
FBgn0011289	1101
FBgn0011290	591
FBgn0011291	591
FBgn0011293	468
FBgn0011294	633
FBgn0011296	564
FBgn0011297	1533
FBgn0011300	1869
FBgn0011305	603
FBgn0011327	975
FBgn0011335	1176
FBgn0011336	2325
FBgn0011361	546
FBgn0011455	561
FBgn0011474	2076
FBgn0011476	246
FBgn0011481	1530
FBgn0011509	735
FBgn0011554	789
FBgn0011555	789
FBgn0011556	843
FBgn0011559	2739
FBgn0011566	1407
FBgn0011569	2829
FBgn0011570	831
FBgn0011571	1200
FBgn0011573	1170
FBgn0011576	1506
FBgn0011581	303
FBgn0011582	1608
FBgn0011584	1287
FBgn0011586	315
FBgn0011589	3855
FBgn0011591	1239
FBgn0011592	4581
FBgn0011596	2157
FBgn0011603	2832
FBgn0011604	3084
FBgn0011606	3639
FBgn0011638	1173
FBgn0011640	1059
FBgn0011642	1758
FBgn0011648	1578
FBgn0011653	3144
FBgn0011655	2316
FBgn0011656	1821
FBgn0011659	1995
FBgn0011660	2700
FBgn0011661	1950
FBgn0011666	1905
FBgn0011668	228
FBgn0011669	123
FBgn0011670	231
FBgn0011672	1920
FBgn0011674	2580
FBgn0011676	4050
FBgn0011692	2664
FBgn0011693	837
FBgn0011694	201
FBgn0011695	381
FBgn0011701	1839
FBgn0011703	2439
FBgn0011704	1182
FBgn0011705	828
FBgn0011706	198
FBgn0011708	1404
FBgn0011710	1086
FBgn0011715	1113
FBgn0011722	6567
FBgn0011723	2094
FBgn0011725	1704
FBgn0011726	447
FBgn0011737	1830
FBgn0011739	3318
FBgn0011740	3330
FBgn0011741	1197
FBgn0011742	1200
FBgn0011743	1236
FBgn0011745	1131
FBgn0011746	1434
FBgn0011747	4650
FBgn0011754	1683
FBgn0011758	1635
FBgn0011760	270
FBgn0011761	324
FBgn0011762	1317
FBgn0011763	1338
FBgn0011764	1194
FBgn0011766	2466
FBgn0011768	1140
FBgn0011769	519
FBgn0011770	795
FBgn0011771	3381
FBgn0011774	1896
FBgn0011785	6699
FBgn0011787	549
FBgn0011802	3087
FBgn0011817	1293
FBgn0011818	1464
FBgn0011822	1224
FBgn0011824	714
FBgn0011826	1713
FBgn0011828	4584
FBgn0011829	3708
FBgn0011832	738
FBgn0011834	780
FBgn0011836	3666
FBgn0011837	1311
FBgn0012034	2013
FBgn0012036	1563
FBgn0012037	1848
FBgn0012042	666
FBgn0012051	2532
FBgn0012058	2703
FBgn0012344	1071
FBgn0013263	1872
FBgn0013269	1074
FBgn0013272	3231
FBgn0013275	1929
FBgn0013276	1929
FBgn0013277	1926
