Ensembl.Gene.ID	CDS.Length
ENSMUSG00000001444	1593
ENSMUSG00000001445	789
ENSMUSG00000001467	1512
ENSMUSG00000001472	2031
ENSMUSG00000001473	1344
ENSMUSG00000001482	1452
ENSMUSG00000001493	762
ENSMUSG00000001494	636
ENSMUSG00000001496	1119
ENSMUSG00000001497	1029
ENSMUSG00000001504	1425
ENSMUSG00000001506	4362
ENSMUSG00000001507	3207
ENSMUSG00000001508	1164
ENSMUSG00000001510	864
ENSMUSG00000001517	2274
ENSMUSG00000001518	1332
ENSMUSG00000001520	813
ENSMUSG00000001521	1383
ENSMUSG00000001524	1392
ENSMUSG00000001525	1335
ENSMUSG00000001542	1920
ENSMUSG00000001552	2238
ENSMUSG00000001555	1746
ENSMUSG00000001558	1827
ENSMUSG00000001566	1215
ENSMUSG00000001569	2565
ENSMUSG00000001576	873
ENSMUSG00000001583	2016
ENSMUSG00000001588	2223
ENSMUSG00000001604	1044
ENSMUSG00000001622	546
ENSMUSG00000001627	1350
ENSMUSG00000001630	1416
ENSMUSG00000001632	3759
ENSMUSG00000001642	951
ENSMUSG00000001655	987
ENSMUSG00000001656	915
ENSMUSG00000001657	729
ENSMUSG00000001661	708
ENSMUSG00000001663	723
ENSMUSG00000001665	726
ENSMUSG00000001666	357
ENSMUSG00000001670	1365
ENSMUSG00000001672	1158
ENSMUSG00000001674	1983
ENSMUSG00000001687	354
ENSMUSG00000001700	1299
ENSMUSG00000001707	525
ENSMUSG00000001729	1443
ENSMUSG00000001739	684
ENSMUSG00000001741	3969
ENSMUSG00000001750	2505
ENSMUSG00000001751	2220
ENSMUSG00000001755	1692
ENSMUSG00000001761	2382
ENSMUSG00000001763	852
ENSMUSG00000001767	2073
ENSMUSG00000001768	2712
ENSMUSG00000001773	2259
ENSMUSG00000001774	996
ENSMUSG00000001783	1518
ENSMUSG00000001785	1506
ENSMUSG00000001786	1572
ENSMUSG00000001794	807
ENSMUSG00000001802	2373
ENSMUSG00000001804	3126
ENSMUSG00000001815	1428
ENSMUSG00000001819	1020
ENSMUSG00000001823	807
ENSMUSG00000001827	768
ENSMUSG00000001829	2124
ENSMUSG00000001833	1314
ENSMUSG00000001844	1032
ENSMUSG00000001847	636
ENSMUSG00000001855	6258
ENSMUSG00000001864	453
ENSMUSG00000001865	1254
ENSMUSG00000001870	5139
ENSMUSG00000001891	1527
ENSMUSG00000001901	2853
ENSMUSG00000001909	1992
ENSMUSG00000001910	1545
ENSMUSG00000001911	1485
ENSMUSG00000001918	1668
ENSMUSG00000001924	3177
ENSMUSG00000001930	8442
ENSMUSG00000001942	1626
ENSMUSG00000001943	987
ENSMUSG00000001946	1185
ENSMUSG00000001948	450
ENSMUSG00000001962	1020
ENSMUSG00000001964	780
ENSMUSG00000001983	885
ENSMUSG00000001985	2760
ENSMUSG00000001986	2667
ENSMUSG00000001988	1785
ENSMUSG00000001995	5169
ENSMUSG00000001998	3369
ENSMUSG00000001999	888
ENSMUSG00000002006	2319
ENSMUSG00000002007	1698
ENSMUSG00000002010	1182
ENSMUSG00000002012	1032
ENSMUSG00000002014	522
ENSMUSG00000002015	738
ENSMUSG00000002017	1548
ENSMUSG00000002020	5430
ENSMUSG00000002028	11901
ENSMUSG00000002031	906
ENSMUSG00000002032	1098
ENSMUSG00000002033	549
ENSMUSG00000002043	552
ENSMUSG00000002052	5181
ENSMUSG00000002055	3498
ENSMUSG00000002057	1947
ENSMUSG00000002058	789
ENSMUSG00000002059	795
ENSMUSG00000002064	660
ENSMUSG00000002068	1227
ENSMUSG00000002076	1017
ENSMUSG00000002083	582
ENSMUSG00000002100	3837
ENSMUSG00000002102	1356
ENSMUSG00000002103	1272
ENSMUSG00000002104	1239
ENSMUSG00000002105	1125
ENSMUSG00000002107	1581
ENSMUSG00000002108	1338
ENSMUSG00000002109	1299
ENSMUSG00000002111	819
ENSMUSG00000002129	2376
ENSMUSG00000002147	2514
ENSMUSG00000002190	1836
ENSMUSG00000002204	1260
ENSMUSG00000002205	1362
ENSMUSG00000002210	1563
ENSMUSG00000002221	3171
ENSMUSG00000002222	1176
ENSMUSG00000002227	3234
ENSMUSG00000002228	1524
ENSMUSG00000002233	582
ENSMUSG00000002240	1059
ENSMUSG00000002249	1398
ENSMUSG00000002250	1323
ENSMUSG00000002257	1893
ENSMUSG00000002265	4716
ENSMUSG00000002266	1740
ENSMUSG00000002274	876
ENSMUSG00000002279	1725
ENSMUSG00000002280	1479
ENSMUSG00000002289	1233
ENSMUSG00000002297	1992
ENSMUSG00000002307	2223
ENSMUSG00000002308	783
ENSMUSG00000002319	3249
ENSMUSG00000002320	1821
ENSMUSG00000002324	1776
ENSMUSG00000002325	1398
ENSMUSG00000002326	1047
ENSMUSG00000002329	495
ENSMUSG00000002332	942
ENSMUSG00000002341	3807
ENSMUSG00000002342	1443
ENSMUSG00000002343	1407
ENSMUSG00000002345	1050
ENSMUSG00000002346	957
ENSMUSG00000002365	1788
ENSMUSG00000002372	1476
ENSMUSG00000002379	432
ENSMUSG00000002384	1200
ENSMUSG00000002393	1173
ENSMUSG00000002395	855
ENSMUSG00000002396	660
ENSMUSG00000002409	2070
ENSMUSG00000002413	2415
ENSMUSG00000002416	318
ENSMUSG00000002428	3012
ENSMUSG00000002455	2826
ENSMUSG00000002458	732
ENSMUSG00000002459	1119
ENSMUSG00000002475	1236
ENSMUSG00000002477	360
ENSMUSG00000002486	1494
ENSMUSG00000002489	4776
ENSMUSG00000002496	5229
ENSMUSG00000002500	1224
ENSMUSG00000002504	1014
ENSMUSG00000002524	1695
ENSMUSG00000002546	3081
ENSMUSG00000002550	852
ENSMUSG00000002565	2148
ENSMUSG00000002578	2061
ENSMUSG00000002580	348
ENSMUSG00000002588	1068
ENSMUSG00000002602	2667
ENSMUSG00000002603	1173
ENSMUSG00000002608	1023
ENSMUSG00000002617	2391
ENSMUSG00000002625	1926
ENSMUSG00000002633	1314
ENSMUSG00000002635	1095
ENSMUSG00000002658	1527
ENSMUSG00000002660	819
ENSMUSG00000002661	666
ENSMUSG00000002664	471
ENSMUSG00000002668	2361
ENSMUSG00000002679	741
ENSMUSG00000002688	2757
ENSMUSG00000002699	1602
ENSMUSG00000002718	2916
ENSMUSG00000002728	567
ENSMUSG00000002731	942
ENSMUSG00000002732	657
ENSMUSG00000002733	894
ENSMUSG00000002741	597
ENSMUSG00000002748	4440
ENSMUSG00000002763	2946
ENSMUSG00000002767	921
ENSMUSG00000002768	525
ENSMUSG00000002769	882
ENSMUSG00000002771	3972
ENSMUSG00000002778	639
ENSMUSG00000002781	1377
ENSMUSG00000002797	567
ENSMUSG00000002799	3744
ENSMUSG00000002803	1620
ENSMUSG00000002804	669
ENSMUSG00000002808	675
ENSMUSG00000002812	3816
ENSMUSG00000002814	3012
ENSMUSG00000002820	1425
ENSMUSG00000002825	1212
ENSMUSG00000002831	4212
ENSMUSG00000002833	2010
ENSMUSG00000002835	2736
ENSMUSG00000002844	1089
ENSMUSG00000002845	1461
ENSMUSG00000002846	858
ENSMUSG00000002847	1371
ENSMUSG00000002870	2715
ENSMUSG00000002871	1110
ENSMUSG00000002881	1461
ENSMUSG00000002885	2457
ENSMUSG00000002897	2595
ENSMUSG00000002900	5505
ENSMUSG00000002908	1620
ENSMUSG00000002910	1224
ENSMUSG00000002930	480
ENSMUSG00000002944	1419
ENSMUSG00000002948	1407
ENSMUSG00000002949	1359
ENSMUSG00000002957	2817
ENSMUSG00000002963	1569
ENSMUSG00000002968	2406
ENSMUSG00000002980	1869
ENSMUSG00000002981	1995
ENSMUSG00000002983	1677
ENSMUSG00000002984	1086
ENSMUSG00000002985	936
ENSMUSG00000002992	294
ENSMUSG00000002996	1581
ENSMUSG00000002997	1251
ENSMUSG00000003031	594
ENSMUSG00000003032	1452
ENSMUSG00000003033	1272
ENSMUSG00000003037	624
ENSMUSG00000003038	338
ENSMUSG00000003039	339
ENSMUSG00000003051	1176
ENSMUSG00000003053	1473
ENSMUSG00000003062	792
ENSMUSG00000003068	1311
ENSMUSG00000003070	630
ENSMUSG00000003072	507
ENSMUSG00000003099	1500
ENSMUSG00000003119	4455
ENSMUSG00000003123	3219
ENSMUSG00000003131	690
ENSMUSG00000003134	3405
ENSMUSG00000003135	1518
ENSMUSG00000003153	1482
ENSMUSG00000003154	1698
ENSMUSG00000003161	597
ENSMUSG00000003166	1650
ENSMUSG00000003184	1260
ENSMUSG00000003190	768
ENSMUSG00000003198	1620
ENSMUSG00000003199	1464
ENSMUSG00000003200	1107
ENSMUSG00000003206	687
ENSMUSG00000003208	945
ENSMUSG00000003226	9162
ENSMUSG00000003227	1347
ENSMUSG00000003228	1773
ENSMUSG00000003233	2157
ENSMUSG00000003234	2130
ENSMUSG00000003235	2154
ENSMUSG00000003269	1203
ENSMUSG00000003271	1017
ENSMUSG00000003273	987
ENSMUSG00000003279	2979
ENSMUSG00000003282	1500
ENSMUSG00000003283	1575
ENSMUSG00000003299	885
ENSMUSG00000003308	1875
ENSMUSG00000003309	1278
ENSMUSG00000003316	3528
ENSMUSG00000003341	4008
ENSMUSG00000003344	1572
ENSMUSG00000003345	1329
ENSMUSG00000003346	933
ENSMUSG00000003348	654
ENSMUSG00000003352	1455
ENSMUSG00000003354	1482
ENSMUSG00000003355	606
ENSMUSG00000003360	2460
ENSMUSG00000003363	1467
ENSMUSG00000003378	2940
ENSMUSG00000003379	663
ENSMUSG00000003380	681
ENSMUSG00000003382	1542
ENSMUSG00000003402	1587
ENSMUSG00000003410	1104
ENSMUSG00000003411	687
ENSMUSG00000003418	1197
ENSMUSG00000003420	1098
ENSMUSG00000003421	906
ENSMUSG00000003423	873
ENSMUSG00000003429	477
ENSMUSG00000003435	3249
ENSMUSG00000003436	1758
ENSMUSG00000003437	1608
ENSMUSG00000003438	1062
ENSMUSG00000003444	600
ENSMUSG00000003452	2928
ENSMUSG00000003458	2127
ENSMUSG00000003464	900
ENSMUSG00000003469	993
ENSMUSG00000003476	1293
ENSMUSG00000003477	795
ENSMUSG00000003484	1575
ENSMUSG00000003500	1617
ENSMUSG00000003505	1431
ENSMUSG00000003518	633
ENSMUSG00000003526	1800
ENSMUSG00000003527	1443
ENSMUSG00000003528	936
ENSMUSG00000003531	702
ENSMUSG00000003534	2736
ENSMUSG00000003541	483
ENSMUSG00000003545	1017
ENSMUSG00000003546	1860
ENSMUSG00000003549	897
ENSMUSG00000003555	1524
ENSMUSG00000003559	1131
ENSMUSG00000003573	1080
ENSMUSG00000003575	1893
ENSMUSG00000003581	1140
ENSMUSG00000003585	1212
ENSMUSG00000003604	1029
ENSMUSG00000003617	3261
ENSMUSG00000003623	1839
ENSMUSG00000003644	2226
ENSMUSG00000003657	816
ENSMUSG00000003660	6411
ENSMUSG00000003662	1020
ENSMUSG00000003665	1752
ENSMUSG00000003680	1872
ENSMUSG00000003721	678
ENSMUSG00000003731	1611
ENSMUSG00000003746	1968
ENSMUSG00000003752	2037
ENSMUSG00000003762	1602
ENSMUSG00000003778	2865
ENSMUSG00000003779	2664
ENSMUSG00000003808	1527
ENSMUSG00000003809	1344
ENSMUSG00000003810	5403
ENSMUSG00000003812	1062
ENSMUSG00000003813	1092
ENSMUSG00000003814	1251
ENSMUSG00000003824	534
ENSMUSG00000003847	4659
ENSMUSG00000003848	1212
ENSMUSG00000003849	825
ENSMUSG00000003863	3585
ENSMUSG00000003865	2217
ENSMUSG00000003868	1392
ENSMUSG00000003872	624
ENSMUSG00000003873	579
ENSMUSG00000003882	1380
ENSMUSG00000003923	732
ENSMUSG00000003929	1596
ENSMUSG00000003934	1023
ENSMUSG00000003948	717
ENSMUSG00000003949	888
ENSMUSG00000003955	468
ENSMUSG00000003970	774
ENSMUSG00000003974	2640
ENSMUSG00000003992	1086
ENSMUSG00000004018	1128
ENSMUSG00000004031	2352
ENSMUSG00000004032	675
ENSMUSG00000004035	657
ENSMUSG00000004038	657
ENSMUSG00000004040	2313
ENSMUSG00000004043	2394
ENSMUSG00000004044	1179
ENSMUSG00000004054	2553
ENSMUSG00000004056	1446
ENSMUSG00000004069	1443
ENSMUSG00000004070	948
ENSMUSG00000004071	627
ENSMUSG00000004085	2409
ENSMUSG00000004096	690
ENSMUSG00000004098	5220
ENSMUSG00000004099	4863
ENSMUSG00000004100	1413
ENSMUSG00000004105	1482
ENSMUSG00000004110	6822
ENSMUSG00000004113	6987
ENSMUSG00000004127	993
ENSMUSG00000004151	1434
ENSMUSG00000004187	2379
ENSMUSG00000004207	1674
ENSMUSG00000004221	1293
ENSMUSG00000004231	1251
ENSMUSG00000004233	1083
ENSMUSG00000004263	3528
ENSMUSG00000004264	900
ENSMUSG00000004266	1794
ENSMUSG00000004267	1305
ENSMUSG00000004268	735
ENSMUSG00000004270	1464
ENSMUSG00000004285	360
ENSMUSG00000004296	1008
ENSMUSG00000004317	2451
ENSMUSG00000004319	2601
ENSMUSG00000004328	1995
ENSMUSG00000004341	666
ENSMUSG00000004344	714
ENSMUSG00000004347	2301
ENSMUSG00000004356	8370
ENSMUSG00000004359	729
ENSMUSG00000004360	1947
ENSMUSG00000004364	2307
ENSMUSG00000004366	351
ENSMUSG00000004371	600
ENSMUSG00000004383	2271
ENSMUSG00000004393	1641
ENSMUSG00000004394	684
ENSMUSG00000004415	1323
ENSMUSG00000004446	588
ENSMUSG00000004451	621
ENSMUSG00000004455	1014
ENSMUSG00000004460	1077
ENSMUSG00000004462	1659
ENSMUSG00000004473	987
ENSMUSG00000004500	1752
ENSMUSG00000004508	2001
ENSMUSG00000004530	1425
ENSMUSG00000004535	2445
ENSMUSG00000004540	1428
ENSMUSG00000004542	1428
ENSMUSG00000004552	1194
ENSMUSG00000004558	1116
ENSMUSG00000004561	1461
ENSMUSG00000004562	4581
ENSMUSG00000004565	4038
ENSMUSG00000004567	1743
ENSMUSG00000004568	3066
ENSMUSG00000004591	2952
ENSMUSG00000004609	1212
ENSMUSG00000004610	768
ENSMUSG00000004612	498
ENSMUSG00000004613	522
ENSMUSG00000004626	1783
ENSMUSG00000004630	411
ENSMUSG00000004631	1422
ENSMUSG00000004633	1407
ENSMUSG00000004637	1245
ENSMUSG00000004642	828
ENSMUSG00000004651	1602
ENSMUSG00000004654	1272
ENSMUSG00000004655	810
ENSMUSG00000004661	1707
ENSMUSG00000004665	918
ENSMUSG00000004667	633
ENSMUSG00000004668	15105
ENSMUSG00000004677	6387
ENSMUSG00000004698	1767
ENSMUSG00000004707	1965
ENSMUSG00000004709	1194
ENSMUSG00000004730	2796
ENSMUSG00000004748	501
ENSMUSG00000004768	714
ENSMUSG00000004771	651
ENSMUSG00000004788	1056
ENSMUSG00000004789	1365
ENSMUSG00000004791	477
ENSMUSG00000004798	3114
ENSMUSG00000004814	360
ENSMUSG00000004815	2805
ENSMUSG00000004821	648
ENSMUSG00000004837	654
ENSMUSG00000004842	954
ENSMUSG00000004843	642
ENSMUSG00000004846	2226
ENSMUSG00000004849	567
ENSMUSG00000004864	1101
ENSMUSG00000004865	1947
ENSMUSG00000004872	1455
ENSMUSG00000004880	1881
ENSMUSG00000004885	417
ENSMUSG00000004891	5595
ENSMUSG00000004892	2652
ENSMUSG00000004894	1026
ENSMUSG00000004895	1476
ENSMUSG00000004896	1428
ENSMUSG00000004897	714
ENSMUSG00000004902	963
ENSMUSG00000004929	2064
ENSMUSG00000004931	1716
ENSMUSG00000004933	1518
ENSMUSG00000004934	1524
ENSMUSG00000004936	1182
ENSMUSG00000004937	948
ENSMUSG00000004939	588
ENSMUSG00000004945	423
ENSMUSG00000004947	1860
ENSMUSG00000004948	1275
ENSMUSG00000004951	630
ENSMUSG00000004952	2409
ENSMUSG00000004961	1161
ENSMUSG00000004980	1062
ENSMUSG00000004988	300
ENSMUSG00000004994	1158
ENSMUSG00000004996	1110
ENSMUSG00000005034	1197
ENSMUSG00000005043	1509
ENSMUSG00000005045	5859
ENSMUSG00000005054	297
ENSMUSG00000005057	1866
ENSMUSG00000005069	1920
ENSMUSG00000005078	936
ENSMUSG00000005087	2343
ENSMUSG00000005089	1719
ENSMUSG00000005102	4947
ENSMUSG00000005103	1821
ENSMUSG00000005107	1617
ENSMUSG00000005124	1104
ENSMUSG00000005125	1185
ENSMUSG00000005131	948
ENSMUSG00000005142	3042
ENSMUSG00000005148	1341
ENSMUSG00000005150	948
ENSMUSG00000005161	597
ENSMUSG00000005198	5913
ENSMUSG00000005202	1212
ENSMUSG00000005204	1707
ENSMUSG00000005220	3342
ENSMUSG00000005225	1560
ENSMUSG00000005232	1068
ENSMUSG00000005233	681
ENSMUSG00000005237	13389
ENSMUSG00000005251	2361
ENSMUSG00000005262	924
ENSMUSG00000005267	2280
ENSMUSG00000005268	1827
ENSMUSG00000005299	2217
ENSMUSG00000005312	1749
ENSMUSG00000005320	2400
ENSMUSG00000005338	1293
ENSMUSG00000005339	753
ENSMUSG00000005354	501
ENSMUSG00000005355	774
ENSMUSG00000005357	1686
ENSMUSG00000005360	1632
ENSMUSG00000005362	1338
ENSMUSG00000005364	1248
ENSMUSG00000005370	4077
ENSMUSG00000005371	2793
ENSMUSG00000005373	2595
ENSMUSG00000005374	1329
ENSMUSG00000005378	846
ENSMUSG00000005397	3738
ENSMUSG00000005410	2205
ENSMUSG00000005413	870
ENSMUSG00000005417	6810
ENSMUSG00000005442	7533
ENSMUSG00000005447	699
ENSMUSG00000005465	1872
ENSMUSG00000005469	1056
ENSMUSG00000005470	609
ENSMUSG00000005474	444
ENSMUSG00000005481	1284
ENSMUSG00000005483	1023
ENSMUSG00000005493	2877
ENSMUSG00000005501	3708
ENSMUSG00000005503	1251
ENSMUSG00000005505	1605
ENSMUSG00000005506	1542
ENSMUSG00000005510	792
ENSMUSG00000005514	2037
ENSMUSG00000005533	4110
ENSMUSG00000005534	4119
ENSMUSG00000005540	996
ENSMUSG00000005547	1485
ENSMUSG00000005553	3105
ENSMUSG00000005566	2505
ENSMUSG00000005575	552
ENSMUSG00000005580	4062
ENSMUSG00000005583	1455
ENSMUSG00000005609	3522
ENSMUSG00000005610	2721
ENSMUSG00000005611	2766
ENSMUSG00000005615	1104
ENSMUSG00000005621	3789
ENSMUSG00000005625	1140
ENSMUSG00000005628	1038
ENSMUSG00000005640	3903
ENSMUSG00000005649	537
ENSMUSG00000005656	1221
ENSMUSG00000005667	1053
ENSMUSG00000005672	2940
ENSMUSG00000005674	927
ENSMUSG00000005677	1077
ENSMUSG00000005681	309
ENSMUSG00000005682	3603
ENSMUSG00000005683	1395
ENSMUSG00000005686	2301
ENSMUSG00000005687	678
ENSMUSG00000005696	381
ENSMUSG00000005698	2211
ENSMUSG00000005699	1041
ENSMUSG00000005705	396
ENSMUSG00000005716	333
ENSMUSG00000005718	1017
ENSMUSG00000005732	612
ENSMUSG00000005763	621
ENSMUSG00000005774	1977
ENSMUSG00000005779	795
ENSMUSG00000005800	1398
ENSMUSG00000005802	1293
ENSMUSG00000005803	1353
ENSMUSG00000005804	519
ENSMUSG00000005813	1161
ENSMUSG00000005823	1710
ENSMUSG00000005824	720
ENSMUSG00000005836	1770
ENSMUSG00000005846	1359
ENSMUSG00000005864	1995
ENSMUSG00000005871	8529
ENSMUSG00000005873	570
ENSMUSG00000005881	1185
ENSMUSG00000005882	888
ENSMUSG00000005883	1191
ENSMUSG00000005886	4389
ENSMUSG00000005891	684
ENSMUSG00000005892	771
ENSMUSG00000005893	1890
ENSMUSG00000005897	1773
ENSMUSG00000005899	2472
ENSMUSG00000005907	3855
ENSMUSG00000005917	1068
ENSMUSG00000005936	1260
ENSMUSG00000005947	3504
ENSMUSG00000005949	1104
ENSMUSG00000005950	1368
ENSMUSG00000005951	1431
ENSMUSG00000005952	2520
ENSMUSG00000005958	2982
ENSMUSG00000005968	1173
ENSMUSG00000005973	978
ENSMUSG00000005980	855
ENSMUSG00000005981	2121
ENSMUSG00000005982	729
ENSMUSG00000005983	528
ENSMUSG00000005986	1818
ENSMUSG00000005994	1614
ENSMUSG00000006005	7296
ENSMUSG00000006007	735
ENSMUSG00000006010	1344
ENSMUSG00000006014	3666
ENSMUSG00000006019	3438
ENSMUSG00000006021	1293
ENSMUSG00000006024	888
ENSMUSG00000006050	1461
ENSMUSG00000006056	996
ENSMUSG00000006057	411
ENSMUSG00000006058	777
ENSMUSG00000006095	735
ENSMUSG00000006127	1407
ENSMUSG00000006134	912
ENSMUSG00000006143	945
ENSMUSG00000006154	2334
ENSMUSG00000006169	1926
