Ensembl.Gene.ID	CDS.Length
ENSDARG00000004187	1083
ENSDARG00000004189	639
ENSDARG00000004196	954
ENSDARG00000004199	1326
ENSDARG00000004204	2289
ENSDARG00000004211	1161
ENSDARG00000004218	699
ENSDARG00000004219	1872
ENSDARG00000004227	3372
ENSDARG00000004232	1851
ENSDARG00000004243	1677
ENSDARG00000004246	4539
ENSDARG00000004251	573
ENSDARG00000004256	1062
ENSDARG00000004260	2424
ENSDARG00000004261	672
ENSDARG00000004262	1506
ENSDARG00000004270	1542
ENSDARG00000004274	717
ENSDARG00000004280	1095
ENSDARG00000004282	1290
ENSDARG00000004291	4659
ENSDARG00000004296	1041
ENSDARG00000004297	1986
ENSDARG00000004301	576
ENSDARG00000004302	2409
ENSDARG00000004305	1584
ENSDARG00000004306	1731
ENSDARG00000004307	525
ENSDARG00000004308	1040
ENSDARG00000004311	864
ENSDARG00000004318	1101
ENSDARG00000004322	1415
ENSDARG00000004325	1311
ENSDARG00000004328	582
ENSDARG00000004336	2907
ENSDARG00000004343	1041
ENSDARG00000004358	1023
ENSDARG00000004363	603
ENSDARG00000004372	3273
ENSDARG00000004377	3339
ENSDARG00000004378	1587
ENSDARG00000004386	3006
ENSDARG00000004392	1257
ENSDARG00000004396	1206
ENSDARG00000004402	801
ENSDARG00000004405	690
ENSDARG00000004406	786
ENSDARG00000004415	1842
ENSDARG00000004427	321
ENSDARG00000004433	1923
ENSDARG00000004436	891
ENSDARG00000004445	3522
ENSDARG00000004447	1227
ENSDARG00000004451	1311
ENSDARG00000004452	1206
ENSDARG00000004455	1449
ENSDARG00000004459	786
ENSDARG00000004460	591
ENSDARG00000004470	1614
ENSDARG00000004472	918
ENSDARG00000004473	1830
ENSDARG00000004492	1080
ENSDARG00000004497	849
ENSDARG00000004498	1194
ENSDARG00000004502	1644
ENSDARG00000004517	1527
ENSDARG00000004525	921
ENSDARG00000004527	387
ENSDARG00000004529	2208
ENSDARG00000004537	12660
ENSDARG00000004539	1806
ENSDARG00000004561	1964
ENSDARG00000004574	2562
ENSDARG00000004576	2826
ENSDARG00000004577	894
ENSDARG00000004580	915
ENSDARG00000004581	2331
ENSDARG00000004586	2394
ENSDARG00000004587	1626
ENSDARG00000004588	1092
ENSDARG00000004592	1383
ENSDARG00000004594	2127
ENSDARG00000004597	2190
ENSDARG00000004598	984
ENSDARG00000004616	1863
ENSDARG00000004618	855
ENSDARG00000004621	879
ENSDARG00000004627	1335
ENSDARG00000004632	1077
ENSDARG00000004633	1710
ENSDARG00000004634	2352
ENSDARG00000004635	3051
ENSDARG00000004636	2010
ENSDARG00000004643	2574
ENSDARG00000004647	2175
ENSDARG00000004648	1239
ENSDARG00000004658	1185
ENSDARG00000004672	3306
ENSDARG00000004680	951
ENSDARG00000004687	1257
ENSDARG00000004692	654
ENSDARG00000004695	1788
ENSDARG00000004696	1731
ENSDARG00000004697	1359
ENSDARG00000004702	790
ENSDARG00000004706	717
ENSDARG00000004712	2031
ENSDARG00000004713	609
ENSDARG00000004714	2181
ENSDARG00000004721	1920
ENSDARG00000004724	1233
ENSDARG00000004726	3399
ENSDARG00000004727	879
ENSDARG00000004735	2391
ENSDARG00000004745	1476
ENSDARG00000004748	1965
ENSDARG00000004753	2901
ENSDARG00000004754	2502
ENSDARG00000004757	930
ENSDARG00000004763	1539
ENSDARG00000004771	1071
ENSDARG00000004774	2691
ENSDARG00000004782	2466
ENSDARG00000004785	1332
ENSDARG00000004789	8684
ENSDARG00000004794	2862
ENSDARG00000004796	1650
ENSDARG00000004806	1359
ENSDARG00000004823	1443
ENSDARG00000004830	1308
ENSDARG00000004836	600
ENSDARG00000004840	1092
ENSDARG00000004843	1914
ENSDARG00000004851	1464
ENSDARG00000004861	1506
ENSDARG00000004864	966
ENSDARG00000004866	1563
ENSDARG00000004869	714
ENSDARG00000004870	1371
ENSDARG00000004871	4140
ENSDARG00000004874	1017
ENSDARG00000004875	1698
ENSDARG00000004877	4206
ENSDARG00000004880	1776
ENSDARG00000004889	1014
ENSDARG00000004891	902
ENSDARG00000004898	1194
ENSDARG00000004904	2106
ENSDARG00000004906	1629
ENSDARG00000004925	555
ENSDARG00000004930	5481
ENSDARG00000004931	2772
ENSDARG00000004932	1947
ENSDARG00000004937	1233
ENSDARG00000004939	1578
ENSDARG00000004948	906
ENSDARG00000004952	1080
ENSDARG00000004953	1884
ENSDARG00000004954	3150
ENSDARG00000004956	597
ENSDARG00000004964	1530
ENSDARG00000004979	876
ENSDARG00000004988	1614
ENSDARG00000005002	2082
ENSDARG00000005004	1875
ENSDARG00000005010	762
ENSDARG00000005015	1560
ENSDARG00000005023	1695
ENSDARG00000005026	3420
ENSDARG00000005034	1347
ENSDARG00000005049	729
ENSDARG00000005050	1164
ENSDARG00000005057	921
ENSDARG00000005058	4152
ENSDARG00000005078	675
ENSDARG00000005085	663
ENSDARG00000005092	2340
ENSDARG00000005095	1758
ENSDARG00000005098	1743
ENSDARG00000005104	1956
ENSDARG00000005108	1476
ENSDARG00000005112	2607
ENSDARG00000005115	999
ENSDARG00000005122	3126
ENSDARG00000005126	2274
ENSDARG00000005128	921
ENSDARG00000005134	1275
ENSDARG00000005139	1614
ENSDARG00000005141	1311
ENSDARG00000005150	1341
ENSDARG00000005154	948
ENSDARG00000005159	1185
ENSDARG00000005162	855
ENSDARG00000005163	2394
ENSDARG00000005172	270
ENSDARG00000005176	873
ENSDARG00000005179	1857
ENSDARG00000005185	1353
ENSDARG00000005186	2145
ENSDARG00000005191	1302
ENSDARG00000005210	1857
ENSDARG00000005216	4020
ENSDARG00000005218	1641
ENSDARG00000005220	558
ENSDARG00000005221	1422
ENSDARG00000005230	573
ENSDARG00000005232	1176
ENSDARG00000005236	11754
ENSDARG00000005246	1560
ENSDARG00000005251	687
ENSDARG00000005254	639
ENSDARG00000005257	1044
ENSDARG00000005271	1100
ENSDARG00000005274	1305
ENSDARG00000005284	933
ENSDARG00000005314	912
ENSDARG00000005315	1629
ENSDARG00000005318	1530
ENSDARG00000005320	840
ENSDARG00000005327	1638
ENSDARG00000005332	1371
ENSDARG00000005335	1662
ENSDARG00000005343	1311
ENSDARG00000005350	4743
ENSDARG00000005355	1458
ENSDARG00000005356	2607
ENSDARG00000005359	1401
ENSDARG00000005364	3469
ENSDARG00000005368	1893
ENSDARG00000005371	2610
ENSDARG00000005372	1095
ENSDARG00000005374	2007
ENSDARG00000005382	2562
ENSDARG00000005392	1806
ENSDARG00000005394	2559
ENSDARG00000005397	2319
ENSDARG00000005414	645
ENSDARG00000005416	4095
ENSDARG00000005423	765
ENSDARG00000005425	1233
ENSDARG00000005448	1173
ENSDARG00000005451	1347
ENSDARG00000005453	2094
ENSDARG00000005454	2829
ENSDARG00000005456	2085
ENSDARG00000005458	1359
ENSDARG00000005462	3747
ENSDARG00000005463	1497
ENSDARG00000005464	954
ENSDARG00000005468	1818
ENSDARG00000005476	6819
ENSDARG00000005479	8292
ENSDARG00000005481	933
ENSDARG00000005482	4857
ENSDARG00000005485	408
ENSDARG00000005500	594
ENSDARG00000005510	1239
ENSDARG00000005513	3093
ENSDARG00000005518	1974
ENSDARG00000005522	1044
ENSDARG00000005525	978
ENSDARG00000005526	4572
ENSDARG00000005536	1233
ENSDARG00000005540	3276
ENSDARG00000005541	1137
ENSDARG00000005544	1386
ENSDARG00000005547	2343
ENSDARG00000005549	2037
ENSDARG00000005551	1224
ENSDARG00000005559	1107
ENSDARG00000005560	741
ENSDARG00000005561	2289
ENSDARG00000005565	1491
ENSDARG00000005574	1119
ENSDARG00000005576	2844
ENSDARG00000005578	1524
ENSDARG00000005586	2064
ENSDARG00000005590	1818
ENSDARG00000005595	4416
ENSDARG00000005606	3369
ENSDARG00000005612	777
ENSDARG00000005616	1374
ENSDARG00000005619	1323
ENSDARG00000005625	1995
ENSDARG00000005626	759
ENSDARG00000005627	1902
ENSDARG00000005629	1314
ENSDARG00000005640	1011
ENSDARG00000005643	1296
ENSDARG00000005645	4260
ENSDARG00000005648	1938
ENSDARG00000005651	570
ENSDARG00000005652	1857
ENSDARG00000005670	3582
ENSDARG00000005673	867
ENSDARG00000005675	1431
ENSDARG00000005679	1800
ENSDARG00000005690	1434
ENSDARG00000005699	1464
ENSDARG00000005704	1887
ENSDARG00000005713	840
ENSDARG00000005716	2652
ENSDARG00000005738	1059
ENSDARG00000005739	870
ENSDARG00000005749	3696
ENSDARG00000005754	5730
ENSDARG00000005762	5595
ENSDARG00000005772	567
ENSDARG00000005774	2067
ENSDARG00000005775	5850
ENSDARG00000005776	672
ENSDARG00000005780	1128
ENSDARG00000005783	3762
ENSDARG00000005786	1275
ENSDARG00000005789	2637
ENSDARG00000005791	417
ENSDARG00000005799	427
ENSDARG00000005800	2364
ENSDARG00000005814	1710
ENSDARG00000005821	1509
ENSDARG00000005823	2676
ENSDARG00000005827	948
ENSDARG00000005828	540
ENSDARG00000005834	1942
ENSDARG00000005840	1287
ENSDARG00000005841	537
ENSDARG00000005842	687
ENSDARG00000005846	876
ENSDARG00000005853	897
ENSDARG00000005861	5904
ENSDARG00000005865	975
ENSDARG00000005867	6168
ENSDARG00000005870	894
ENSDARG00000005883	2694
ENSDARG00000005891	912
ENSDARG00000005894	1479
ENSDARG00000005897	957
ENSDARG00000005908	1440
ENSDARG00000005913	2547
ENSDARG00000005915	1665
ENSDARG00000005916	2181
ENSDARG00000005924	1176
ENSDARG00000005926	726
ENSDARG00000005927	1920
ENSDARG00000005941	1641
ENSDARG00000005942	2790
ENSDARG00000005943	1380
ENSDARG00000005945	2334
ENSDARG00000005948	1266
ENSDARG00000005972	1611
ENSDARG00000005980	2877
ENSDARG00000005989	2415
ENSDARG00000005993	1821
ENSDARG00000006003	1119
ENSDARG00000006008	1542
ENSDARG00000006010	969
ENSDARG00000006011	1419
ENSDARG00000006019	1878
ENSDARG00000006025	723
ENSDARG00000006029	1836
ENSDARG00000006031	1503
ENSDARG00000006038	1248
ENSDARG00000006040	1392
ENSDARG00000006044	1224
ENSDARG00000006052	2421
ENSDARG00000006060	9132
ENSDARG00000006062	2514
ENSDARG00000006065	1599
ENSDARG00000006074	786
ENSDARG00000006079	1485
ENSDARG00000006092	1932
ENSDARG00000006093	1257
ENSDARG00000006094	7380
ENSDARG00000006109	1878
ENSDARG00000006110	2823
ENSDARG00000006112	6099
ENSDARG00000006120	2064
ENSDARG00000006124	4737
ENSDARG00000006125	1230
ENSDARG00000006128	4440
ENSDARG00000006137	858
ENSDARG00000006151	2763
ENSDARG00000006169	7599
ENSDARG00000006174	984
ENSDARG00000006181	2154
ENSDARG00000006192	2247
ENSDARG00000006196	1194
ENSDARG00000006200	4911
ENSDARG00000006202	4317
ENSDARG00000006206	996
ENSDARG00000006207	429
ENSDARG00000006215	948
ENSDARG00000006219	1686
ENSDARG00000006220	1611
ENSDARG00000006225	1284
ENSDARG00000006235	972
ENSDARG00000006240	1944
ENSDARG00000006242	612
ENSDARG00000006251	1968
ENSDARG00000006253	1596
ENSDARG00000006257	2634
ENSDARG00000006260	1353
ENSDARG00000006266	2250
ENSDARG00000006272	2112
ENSDARG00000006279	1185
ENSDARG00000006283	1575
ENSDARG00000006288	1905
ENSDARG00000006290	321
ENSDARG00000006292	2358
ENSDARG00000006299	2580
ENSDARG00000006300	636
ENSDARG00000006301	4041
ENSDARG00000006307	582
ENSDARG00000006308	1545
ENSDARG00000006314	3141
ENSDARG00000006316	468
ENSDARG00000006332	2811
ENSDARG00000006341	2556
ENSDARG00000006345	1182
ENSDARG00000006350	813
ENSDARG00000006353	3165
ENSDARG00000006356	1542
ENSDARG00000006368	1296
ENSDARG00000006370	1446
